id	word	answerJa	family	pos	unit	order
decorative	decorative	装飾的な	decorate	adjective	core	850
dense	dense	密な	dense	adjective	core	851
detailed	detailed	詳しい	detailed	other	core	852
decreased	decreased	減少した	decreased	other	core	853
densely	densely	密に	dense	adverb	core	854
detect	detect	検出する	detect	verb	core	855
dedicate	dedicate	捧げる	dedicate	verb	core	856
density	density	密度	dense	noun	core	857
detectable	detectable	検出可能	detect	adjective	core	858
dedicated	dedicated	専用の	dedicated	adjective	core	859
deny	deny	否定する	deny	verb	core	860
detection	detection	検出	detect	noun	core	861
dedication	dedication	献身	dedicate	noun	core	862
depart	depart	出発	depart	other	core	863
detective	detective	探偵	detect	adjective	core	864
deed	deed	証書	deed	other	core	865
departure	departure	出発	departure	other	core	866
deteriorate	deteriorate	悪化する	deteriorate	verb	core	867
defeat	defeat	敗北	defeat	verb	core	868
depend	depend	依存する	depend	verb	core	869
deterioration	deterioration	劣化	deteriorate	noun	core	870
defect	defect	欠陥	defect	noun	core	871
dependence	dependence	依存性	depend	noun	core	872
determine	determine	決定する	determine	verb	core	873
determination	determination	決意	determine	noun	core	874
defective	defective	欠陥のある	defect	adjective	core	875
dependent	dependent	依存している	depend	adjective	core	876
defend	defend	守る	defend	verb	core	877
depict	depict	描く	depict	verb	core	878
determined	determined	決心した	determined	other	core	879
defendant	defendant	被告	defend	adjective	core	880
depiction	depiction	描写	depict	noun	core	881
devastated	devastated	荒廃した	devastated	other	core	882
defense	defense	防御	defense	other	core	883
deposit	deposit	デポジット	deposit	other	core	884
devastating	devastating	壊滅的な	devastating	adjective	core	885
defensive	defensive	防御的な	defense	adjective	core	886
depositary	depositary	寄託者	deposit	adjective	core	887
devastation	devastation	荒廃	devastation	noun	core	888
defiance	defiance	反抗	defiance	noun	core	889
depress	depress	落ち込む	depress	verb	core	890
device	device	デバイス	device	other	core	891
deficiency	deficiency	欠乏症	deficiency	other	core	892
depressed	depressed	落ち込んだ	depressed	other	core	893
devise	devise	工夫する	devise	verb	core	894
depression	depression	うつ病	depress	noun	core	895
devote	devote	捧げる	devote	verb	core	896
deficient	deficient	不足している	deficient	adjective	core	897
deprivation	deprivation	剥奪	deprivation	noun	core	898
devoted	devoted	献身的な	devoted	adjective	core	899
deprived	deprived	剥奪された	deprived	other	core	900
devotion	devotion	献身	devote	noun	core	901
deficit	deficit	赤字	deficit	other	core	902
diabetes	diabetes	糖尿病	diabetes	other	core	903
define	define	定義する	define	verb	core	904
derivation	derivation	導出	derive	noun	core	905
diabetic	diabetic	糖尿病患者	diabetic	adjective	core	906
definition	definition	定義	define	noun	core	907
derivative	derivative	派生関数	derivative	adjective	core	908
diagnosed	diagnosed	診断された	diagnosed	other	core	909
forest	forest	森	forest	other	core	910
derive	derive	導き出す	derive	adjective	core	911
diagnosis	diagnosis	診断	diagnosis	other	core	912
deforestation	deforestation	森林伐採	deforestation	noun	core	913
descend	descend	降りる	descend	verb	core	914
diagnostic	diagnostic	診断	diagnostic	adjective	core	915
defy	defy	反抗する	defy	verb	core	916
descendant	descendant	子孫	descend	adjective	core	917
dialect	dialect	方言	dialect	noun	core	918
degradation	degradation	劣化	degrade	noun	core	919
descent	descent	降下	descent	adjective	core	920
diameter	diameter	直径	diameter	noun	core	921
degrade	degrade	劣化させる	degrade	verb	core	922
describe	describe	説明する	describe	verb	core	923
diametric	diametric	直径	diametric	adjective	core	924
degree	degree	学位	degree	noun	core	925
description	description	説明	description	noun	core	926
deliberate	deliberate	意図的な	deliberate	adjective	core	927
descriptive	descriptive	説明的な	descriptive	adjective	core	928
dictate	dictate	口述する	dictate	verb	core	929
dictation	dictation	口述筆記	dictate	noun	core	930
deliberately	deliberately	意図的に	deliberate	adverb	core	931
desert	desert	砂漠	desert	other	core	932
differ	differ	違う	differ	verb	core	933
difference	difference	違い	differ	noun	core	934
dismay	dismay	がっかり	dismay	other	core	935
different	different	違う	differ	adjective	core	936
dismiss	dismiss	解雇する	dismiss	verb	core	937
domesticate	domesticate	飼いならす	domesticate	verb	core	938
digest	digest	ダイジェスト	digest	other	core	939
dismissal	dismissal	解雇	dismiss	adjective	core	940
dominance	dominance	支配	dominance	noun	core	941
digestion	digestion	消化	digest	noun	core	942
digestive	digestive	消化器官	digest	adjective	core	943
display	display	ディスプレイ	display	other	core	944
dominant	dominant	支配的な	dominant	adjective	core	945
disposal	disposal	廃棄	dispose	adjective	core	946
dominate	dominate	支配する	dominate	verb	core	947
dignify	dignify	威厳のある	dignify	verb	core	948
dispose	dispose	処分する	dispose	verb	core	949
dispute	dispute	論争	dispute	other	core	950
domination	domination	支配	dominate	noun	core	951
donate	donate	寄付する	donate	verb	core	952
dignity	dignity	尊厳	dignity	noun	core	953
disregard	disregard	無視する	disregard	verb	core	954
donation	donation	寄付	donate	noun	core	955
diligence	diligence	勤勉	diligence	noun	core	956
diligent	diligent	勤勉な	diligent	adjective	core	957
disrupt	disrupt	混乱させる	disrupt	verb	core	958
donee	donee	受領者	donee	noun	core	959
dim	dim	薄暗い	dim	other	core	960
disruption	disruption	混乱	disrupt	noun	core	961
donor	donor	ドナー	donor	other	core	962
dimension	dimension	次元	dimension	noun	core	963
disruptive	disruptive	破壊的な	disrupt	adjective	core	964
dormitory	dormitory	寮	dormitory	noun	core	965
dimensional	dimensional	次元の	dimension	adjective	core	966
dissolution	dissolution	解散	dissolution	noun	core	967
dose	dose	用量	dose	other	core	968
diminish	diminish	減少する	diminish	verb	core	969
dissolve	dissolve	溶かす	dissolve	verb	core	970
doubt	doubt	疑う	doubt	verb	core	971
dip	dip	ディップ	dip	noun	core	972
distance	distance	距離	distance	noun	core	973
doubtful	doubtful	疑わしい	doubtful	adjective	core	974
diplomacy	diplomacy	外交	diplomacy	noun	core	975
distant	distant	遠い	distant	adjective	core	976
draft	draft	ドラフト	draft	other	core	977
diplomat	diplomat	外交官	diplomat	other	core	978
distinct	distinct	独特の	distinct	adjective	core	979
drag	drag	ドラッグ	drag	other	core	980
diplomatic	diplomatic	外交的な	diplomatic	adjective	core	981
distinction	distinction	区別	distinct	noun	core	982
drain	drain	排水する	drain	verb	core	983
direct	direct	直接	direct	other	core	984
distinctive	distinctive	特徴的な	distinct	adjective	core	985
drainage	drainage	排水	drainage	noun	core	986
direction	direction	方向	direct	noun	core	987
distinguish	distinguish	区別する	distinguish	verb	core	988
drastic	drastic	思い切った	drastic	adjective	core	989
director	director	ディレクター	direct	other	core	990
drastically	drastically	劇的に	drastically	adverb	core	991
disability	disability	障害	disability	noun	core	992
distort	distort	歪ませる	distort	verb	core	993
dread	dread	恐怖	dread	other	core	994
disabled	disabled	無効化された	disabled	other	core	995
distortion	distortion	歪み	distort	noun	core	996
dreadful	dreadful	恐ろしい	dreadful	adjective	core	997
drift	drift	ドリフト	drift	other	core	998
disappoint	disappoint	がっかりする	disappoint	verb	core	999
distract	distract	気を散らす	distract	verb	core	1000
drifter	drifter	漂流者	drift	noun	core	1001
disappointment	disappointment	失望	disappoint	noun	core	1002
distraction	distraction	気晴らし	distract	noun	core	1003
drought	drought	干ばつ	drought	verb	core	1004
disapprove	disapprove	不承認	disapprove	other	core	1005
distress	distress	苦痛	distress	other	core	1006
drown	drown	溺れる	drown	verb	core	1007
disaster	disaster	災害	disaster	other	core	1008
distressful	distressful	悲惨な	distressful	adjective	core	1009
dubious	dubious	疑わしい	dubious	adjective	core	1010
disastrous	disastrous	悲惨な	disastrous	adjective	core	1011
distribute	distribute	配布する	distribute	verb	core	1012
due	due	期限の	due	adjective	core	1013
discard	discard	捨てる	discard	verb	core	1014
distribution	distribution	配布	distribute	noun	core	1015
dumb	dumb	愚かな	dumb	adjective	core	1016
discern	discern	識別する	discern	verb	core	1017
district	district	地区	district	noun	core	1018
dump	dump	ダンプ	dump	noun	core	1019
discerning	discerning	目の肥えた	discerning	verb	core	1020
disturb	disturb	邪魔する	disturb	verb	core	1021
dumper	dumper	ダンパー	dump	noun	core	1022
discernment	discernment	識別力	discern	noun	core	1023
disturbance	disturbance	妨害	disturb	noun	core	1024
duty	duty	義務	duty	noun	core	1025
disciplined	disciplined	規律正しい	disciplined	verb	core	1026
diverse	diverse	多様な	diverse	adjective	core	1027
dyed	dyed	染めた	dyed	other	core	1028
disclose	disclose	開示する	disclose	verb	core	1029
diversion	diversion	流用	diverse	noun	core	1030
dynamic	dynamic	ダイナミックな	dynamic	adjective	core	1031
disclosure	disclosure	開示	disclosure	other	core	1032
diversity	diversity	多様性	diverse	noun	core	1033
dynamics	dynamics	ダイナミクス	dynamics	other	core	1034
discount	discount	割引	discount	other	core	1035
divert	divert	流用する	divert	verb	core	1036
dynamism	dynamism	ダイナミズム	dynamism	noun	core	1037
discourage	discourage	落胆させる	discourage	verb	core	1038
divide	divide	割る	divide	verb	core	1039
discouragement	discouragement	落胆	discourage	noun	core	1040
divine	divine	神聖な	divine	adjective	core	1041
discourse	discourse	談話	discourse	other	core	1042
divinity	divinity	神性	divine	noun	core	1043
each	each	それぞれ	each	other	core	1044
discreet	discreet	控えめな	discreet	adjective	core	1045
division	division	部門	divide	noun	core	1046
eager	eager	熱心な	eager	adjective	core	1047
discretion	discretion	裁量権	discretion	noun	core	1048
divorce	divorce	離婚	divorce	other	core	1049
eagerly	eagerly	熱心に	eager	adverb	core	1050
eagerness	eagerness	熱心さ	eager	noun	core	1051
discriminate	discriminate	差別する	discriminate	verb	core	1052
dizzy	dizzy	めまいがする	dizzy	verb	core	1053
earn	earn	稼ぐ	earn	verb	core	1054
discrimination	discrimination	差別	discriminate	noun	core	1055
disembark	disembark	下船する	disembark	verb	core	1056
doctrine	doctrine	教義	doctrine	other	core	1057
document	document	文書	document	noun	core	1058
earnest	earnest	真剣な	earnest	adjective	core	1059
earnings	earnings	収入	earnings	other	core	1060
disguised	disguised	変装した	disguised	other	core	1061
documentation	documentation	ドキュメント	documentation	noun	core	1062
disgust	disgust	嫌悪感	disgust	other	core	1063
domain	domain	ドメイン	domain	other	core	1064
ease	ease	楽にする	ease	verb	core	1065
eclipse	eclipse	日食	eclipse	noun	core	1066
disgusting	disgusting	嫌な	disgusting	adjective	core	1067
domestic	domestic	国内	domestic	adjective	core	1068
eminence	eminence	著名な	eminence	noun	core	1069
enrollment	enrollment	登録	enroll	noun	core	1070
ecological	ecological	生態学的な	ecological	adjective	core	1071
eminent	eminent	著名な	eminent	adjective	core	1072
ensure	ensure	確実にする	ensure	verb	core	1073
ecologist	ecologist	生態学者	ecologist	noun	core	1074
ecology	ecology	生態学	ecology	noun	core	1075
emission	emission	排出	emission	noun	core	1076
enterprise	enterprise	企業	enterprise	verb	core	1077
economic	economic	経済的な	economic	adjective	core	1078
emit	emit	発する	emit	verb	core	1079
entertain	entertain	楽しませる	entertain	verb	core	1080
economical	economical	経済的	economic	adjective	core	1081
emotion	emotion	感情	emotion	noun	core	1082
entertainment	entertainment	エンターテイメント	entertain	noun	core	1083
economics	economics	経済学	economics	noun	core	1084
emotional	emotional	感情的な	emotion	adjective	core	1085
enthusiasm	enthusiasm	熱意	enthusiasm	noun	core	1086
economy	economy	経済	economy	noun	core	1087
emperor	emperor	皇帝	emperor	noun	core	1088
enthusiast	enthusiast	愛好家	enthusiast	noun	core	1089
edit	edit	編集する	edit	verb	core	1090
emphasis	emphasis	強調	emphasis	noun	core	1091
enthusiastic	enthusiastic	熱心な	enthusiastic	adjective	core	1092
edition	edition	版	edit	noun	core	1093
emphasize	emphasize	強調する	emphasize	verb	core	1094
entire	entire	全体	entire	noun	core	1095
editor	editor	編集者	edit	noun	core	1096
empire	empire	帝国	empire	adjective	core	1097
entirely	entirely	完全に	entire	adverb	core	1098
editorial	editorial	編集者	editorial	adjective	core	1099
empirical	empirical	経験的な	empirical	adjective	core	1100
entitle	entitle	権利を与える	entitle	verb	core	1101
educate	educate	教育する	educate	verb	core	1102
empirically	empirically	経験的に	empirical	adverb	core	1103
entity	entity	エンティティ	entity	noun	core	1104
education	education	教育	educate	noun	core	1105
employ	employ	雇用する	employ	verb	core	1106
envious	envious	羨ましい	envious	adjective	core	1107
effect	effect	効果	effect	noun	core	1108
employee	employee	従業員	employee	noun	core	1109
environment	environment	環境	environment	noun	core	1110
effective	effective	効果的な	effect	adjective	core	1111
employment	employment	雇用	employ	noun	core	1112
environmental	environmental	環境	environment	adjective	core	1113
efficiency	efficiency	効率	efficiency	noun	core	1114
efficient	efficient	効率的な	efficient	adjective	core	1115
enable	enable	有効にする	enable	verb	core	1116
envy	envy	羨望の	envy	adjective	core	1117
enabling	enabling	有効にする	enabling	verb	core	1118
epidemic	epidemic	流行病	epidemic	adjective	core	1119
elaborate	elaborate	精緻な	elaborate	adjective	core	1120
enclose	enclose	同封する	enclose	verb	core	1121
epoch	epoch	エポック	epoch	noun	core	1122
elaboration	elaboration	詳細	elaborate	noun	core	1123
closure	closure	閉鎖	closure	noun	core	1124
epoch-making	epoch-making	画期的な	epoch-making	adjective	core	1125
elect	elect	選ぶ	elect	verb	core	1126
encode	encode	エンコードする	encode	verb	core	1127
equal	equal	等しい	equal	adjective	core	1128
election	election	選挙	elect	noun	core	1129
encounter	encounter	出会い	encounter	noun	core	1130
equality	equality	平等	equal	noun	core	1131
elective	elective	選択的	elect	adjective	core	1132
encourage	encourage	励ます	encourage	noun	core	1133
equation	equation	方程式	equation	noun	core	1134
element	element	要素	element	noun	core	1135
encouragement	encouragement	励まし	encourage	noun	core	1136
equip	equip	装備する	equip	verb	core	1137
elementary	elementary	小学校	element	adjective	core	1138
encyclopedia	encyclopedia	百科事典	encyclopedia	noun	core	1139
equipment	equipment	装備	equip	noun	core	1140
eliminate	eliminate	排除する	eliminate	verb	core	1141
encyclopedic	encyclopedic	百科事典的な	encyclopedic	adjective	core	1142
equivalent	equivalent	同等の	equivalent	adjective	core	1143
elimination	elimination	除去	eliminate	noun	core	1144
endanger	endanger	危険にさらす	endanger	verb	core	1145
erase	erase	消す	erase	verb	core	1146
elite	elite	エリート	elite	noun	core	1147
endangered	endangered	絶滅危惧種	endangered	verb	core	1148
eraser	eraser	消しゴム	erase	noun	core	1149
eloquence	eloquence	雄弁	eloquence	noun	core	1150
endow	endow	寄付する	endow	verb	core	1151
erect	erect	直立した	erect	adjective	core	1152
eloquent	eloquent	雄弁な	eloquent	adjective	core	1153
endowment	endowment	寄付金	endow	noun	core	1154
erode	erode	浸食する	erode	verb	core	1155
emancipate	emancipate	解放する	emancipate	verb	core	1156
endurance	endurance	耐久力	endure	noun	core	1157
erosion	erosion	侵食	erode	noun	core	1158
emancipation	emancipation	解放	emancipate	noun	core	1159
endure	endure	耐える	endure	verb	core	1160
erupt	erupt	噴火する	erupt	verb	core	1161
embark	embark	乗り出す	embark	verb	core	1162
enduring	enduring	耐える	enduring	verb	core	1163
eruption	eruption	噴火	erupt	noun	core	1164
embarkation	embarkation	乗船	embarkation	noun	core	1165
enforce	enforce	強制する	enforce	verb	core	1166
essential	essential	不可欠な	essential	adjective	core	1167
embarrass	embarrass	恥ずかしい	embarrass	verb	core	1168
enforcement	enforcement	執行	enforce	noun	core	1169
establish	establish	確立する	establish	verb	core	1170
embarrassment	embarrassment	恥ずかしさ	embarrass	noun	core	1171
engage	engage	関与する	engage	verb	core	1172
established	established	確立された	established	verb	core	1173
embassy	embassy	大使館	embassy	noun	core	1174
engaged	engaged	従事しています	engaged	verb	core	1175
establishment	establishment	設立	establish	noun	core	1176
embodiment	embodiment	実施形態	embodiment	noun	core	1177
engagement	engagement	エンゲージメント	engage	noun	core	1178
embody	embody	体現する	embody	verb	core	1179
enhance	enhance	強化する	enhance	verb	core	1180
estate	estate	不動産	estate	noun	core	1181
embrace	embrace	抱きしめる	embrace	verb	core	1182
enhanced	enhanced	強化された	enhanced	verb	core	1183
esteem	esteem	尊敬する	esteem	verb	core	1184
emerge	emerge	出現する	emerge	verb	core	1185
enhancement	enhancement	強化	enhance	noun	core	1186
estimate	estimate	見積もり	estimate	noun	core	1187
emergence	emergence	出現	emerge	noun	core	1188
estimated	estimated	推定	estimated	verb	core	1189
emergency	emergency	緊急	emergency	noun	core	1190
enlarge	enlarge	拡大する	enlarge	verb	core	1191
enlargement	enlargement	拡大	enlarge	noun	core	1192
estimation	estimation	推定	estimate	noun	core	1193
enormous	enormous	巨大な	enormous	adjective	core	1194
eternal	eternal	永遠の	eternal	adjective	core	1195
emergent	emergent	緊急の	emerge	adjective	core	1196
enrich	enrich	豊かにする	enrich	verb	core	1197
eternity	eternity	永遠	eternal	noun	core	1198
emigrate	emigrate	移住する	emigrate	verb	core	1199
enrichment	enrichment	豊かさ	enrich	noun	core	1200
ethical	ethical	倫理的な	ethical	adjective	core	1201
emigration	emigration	移民	emigrate	noun	core	1202
enroll	enroll	登録する	enroll	verb	core	1203
ethics	ethics	倫理	ethics	noun	core	1204
ethnic	ethnic	民族的	ethnic	adjective	core	1205
exhibit	exhibit	展示する	exhibit	verb	core	1206
extinguish	extinguish	消す	extinguish	adjective	core	1207
ethnicity	ethnicity	民族性	ethnic	noun	core	1208
exhibition	exhibition	展示会	exhibit	noun	core	1209
evaluate	evaluate	評価する	evaluate	verb	core	1210
exile	exile	追放する	exile	verb	core	1211
extinguisher	extinguisher	消火器	extinguish	noun	core	1212
evaluation	evaluation	評価	evaluate	noun	core	1213
exist	exist	存在する	exist	verb	core	1214
extract	extract	抜粋	extract	noun	core	1215
evaporate	evaporate	蒸発する	evaporate	verb	core	1216
existence	existence	存在	exist	noun	core	1217
extraction	extraction	抽出	extract	noun	core	1218
exotic	exotic	エキゾチックな	exotic	adjective	core	1219
extraordinarily	extraordinarily	異常に	extraordinarily	adverb	core	1220
evaporation	evaporation	蒸発	evaporate	noun	core	1221
exoticism	exoticism	異国情緒	exotic	noun	core	1222
extraordinary	extraordinary	異常な	extraordinary	adjective	core	1223
even	even	さえ	even	verb	core	1224
expand	expand	拡大する	expand	verb	core	1225
eventual	eventual	最終的な	eventual	adjective	core	1226
expansion	expansion	拡張	expand	noun	core	1227
extravagance	extravagance	贅沢	extravagance	noun	core	1228
eventually	eventually	結局のところ	eventual	adverb	core	1229
expect	expect	期待する	expect	verb	core	1230
extravagant	extravagant	贅沢な	extravagant	adjective	core	1231
evidence	evidence	証拠	evidence	noun	core	1232
expectation	expectation	期待	expectation	noun	core	1233
extreme	extreme	極端な	extreme	adjective	core	1234
evident	evident	明らかな	evident	adjective	core	1235
expedition	expedition	遠征	expedition	noun	core	1236
extremely	extremely	非常に	extreme	adverb	core	1237
evil	evil	邪悪な	evil	adjective	core	1238
evocation	evocation	喚起	evocation	noun	core	1239
expel	expel	追放する	expel	verb	core	1240
expend	expend	費やす	expend	verb	core	1241
evoke	evoke	呼び起こす	evoke	verb	core	1242
evolution	evolution	進化	evolution	noun	core	1243
expense	expense	経費	expense	other	core	1244
fabric	fabric	生地	fabric	adjective	core	1245
expensive	expensive	高価な	expense	adjective	core	1246
fabricate	fabricate	捏造する	fabricate	verb	core	1247
evolve	evolve	進化する	evolve	verb	core	1248
experiment	experiment	実験	experiment	noun	core	1249
facilitate	facilitate	促進する	facilitate	verb	core	1250
exact	exact	正確な	exact	adjective	core	1251
expiration	expiration	有効期限	expire	noun	core	1252
facility	facility	施設	facility	noun	core	1253
expire	expire	期限切れになる	expire	verb	core	1254
faculty	faculty	教員	faculty	noun	core	1255
exaggerate	exaggerate	誇張する	exaggerate	verb	core	1256
exaggeration	exaggeration	誇張	exaggerate	noun	core	1257
explain	explain	説明する	explain	verb	core	1258
fade	fade	色褪せる	fade	verb	core	1259
examination	examination	試験	examine	noun	core	1260
explanation	explanation	説明	explanation	noun	core	1261
faint	faint	かすかな	faint	adjective	core	1262
examine	examine	調べる	examine	verb	core	1263
explicit	explicit	明示的な	explicit	adjective	core	1264
fairy	fairy	妖精	fairy	noun	core	1265
exceed	exceed	超える	exceed	verb	core	1266
explode	explode	爆発する	explode	verb	core	1267
faith	faith	信仰	faith	other	core	1268
exceedingly	exceedingly	非常に	exceedingly	adverb	core	1269
exploit	exploit	エクスプロイト	exploit	other	core	1270
faithful	faithful	忠実な	faithful	adjective	core	1271
excel	excel	エクセル	excel	other	core	1272
exploitation	exploitation	搾取	exploitation	noun	core	1273
faithfully	faithfully	忠実に	faithful	adverb	core	1274
excellence	excellence	卓越性	excellence	noun	core	1275
exploration	exploration	探検	explore	noun	core	1276
fake	fake	偽物	fake	other	core	1277
except	except	除いて	except	other	core	1278
explore	explore	探検する	explore	verb	core	1279
fallacy	fallacy	誤謬	fallacy	noun	core	1280
exception	exception	例外	except	noun	core	1281
explorer	explorer	探検家	explore	noun	core	1282
false	false	偽	false	other	core	1283
exceptional	exceptional	例外的な	except	adjective	core	1284
explosion	explosion	爆発	explode	noun	core	1285
falsity	falsity	虚偽	false	noun	core	1286
exceptionally	exceptionally	例外的に	except	adverb	core	1287
explosive	explosive	爆発物	explosive	adjective	core	1288
fame	fame	名声	fame	other	core	1289
excess	excess	余分な	excess	adjective	core	1290
export	export	輸出	export	other	core	1291
famed	famed	有名な	famed	adjective	core	1292
excessive	excessive	過剰な	excess	adjective	core	1293
expose	expose	暴露する	expose	verb	core	1294
familiar	familiar	おなじみの	familiar	adjective	core	1295
exposure	exposure	露出	exposure	other	core	1296
familiarity	familiarity	親しみやすさ	familiar	noun	core	1297
exclaim	exclaim	叫ぶ	exclaim	verb	core	1298
express	express	特急	express	other	core	1299
famine	famine	飢餓	famine	other	core	1300
exclamation	exclamation	感嘆符	exclamation	noun	core	1301
expression	expression	表現	express	noun	core	1302
famous	famous	有名な	fame	adjective	core	1303
exclude	exclude	除外する	exclude	verb	core	1304
expressive	expressive	表現力豊かな	express	adjective	core	1305
fancy	fancy	派手な	fancy	adjective	core	1306
exclusion	exclusion	除外	exclude	noun	core	1307
fantastic	fantastic	素晴らしい	fantastic	adjective	core	1308
exclusive	exclusive	独占的な	exclusive	adjective	core	1309
expulsion	expulsion	追放	expulsion	noun	core	1310
extend	extend	延長する	extend	verb	core	1311
fantasy	fantasy	ファンタジー	fantasy	noun	core	1312
exclusively	exclusively	独占的に	exclusive	adverb	core	1313
extended	extended	延長された	extended	verb	core	1314
fare	fare	運賃	fare	noun	core	1315
execute	execute	実行する	execute	verb	core	1316
extension	extension	拡張子	extend	noun	core	1317
fascinate	fascinate	魅了する	fascinate	verb	core	1318
execution	execution	実行	execute	noun	core	1319
extensive	extensive	広範囲にわたる	extensive	adjective	core	1320
fascination	fascination	魅惑	fascinate	noun	core	1321
executive	executive	エグゼクティブ	execute	adjective	core	1322
extent	extent	程度	extent	adjective	core	1323
fatal	fatal	致命的な	fate	adjective	core	1324
exert	exert	力を発揮する	exert	verb	core	1325
external	external	外部	external	adjective	core	1326
fatality	fatality	死亡事故	fate	noun	core	1327
exertion	exertion	努力	exert	noun	core	1328
externally	externally	外部的に	external	adverb	core	1329
fate	fate	運命	fate	other	core	1330
exhaust	exhaust	排気	exhaust	other	core	1331
extinct	extinct	絶滅した	extinct	other	core	1332
fatigue	fatigue	疲労	fatigue	other	core	1333
exhaustion	exhaustion	疲労困憊	exhaust	noun	core	1334
fault	fault	故障	fault	other	core	1335
flourish	flourish	繁栄する	flourish	verb	core	1336
frightening	frightening	恐ろしい	frightening	other	core	1337
favor	favor	好意	favor	other	core	1338
favorable	favorable	有利な	favor	adjective	core	1339
flow	flow	流れ	flow	other	core	1340
frontier	frontier	フロンティア	frontier	other	core	1341
favorite	favorite	お気に入り	favorite	other	core	1342
fluency	fluency	流暢さ	fluency	other	core	1343
frown	frown	眉をひそめる	frown	verb	core	1344
feast	feast	ごちそう	feast	verb	core	1345
fluent	fluent	流暢な	fluent	adjective	core	1346
frustrate	frustrate	イライラする	frustrate	verb	core	1347
feat	feat	偉業	feat	other	core	1348
fluently	fluently	流暢に	fluent	adverb	core	1349
frustrating	frustrating	イライラする	frustrating	verb	core	1350
feature	feature	特徴	feature	other	core	1351
fluid	fluid	流体	fluid	other	core	1352
frustration	frustration	欲求不満	frustrate	noun	core	1353
federal	federal	連邦	federal	adjective	core	1354
flush	flush	フラッシュ	flush	other	core	1355
fuel	fuel	燃料	fuel	other	core	1356
fee	fee	料金	fee	noun	core	1357
focus	focus	フォーカス	focus	noun	core	1358
fulfill	fulfill	満たす	fulfill	verb	core	1359
feminine	feminine	フェミニンな	feminine	adjective	core	1360
fold	fold	折ります	fold	verb	core	1361
fulfilled	fulfilled	満たされた	fulfilled	verb	core	1362
feminism	feminism	フェミニズム	feminist	noun	core	1363
folder	folder	フォルダ	fold	other	core	1364
fulfillment	fulfillment	充実感	fulfill	noun	core	1365
feminist	feminist	フェミニスト	feminist	noun	core	1366
folklore	folklore	民間伝承	folklore	other	core	1367
function	function	機能	function	noun	core	1368
ferment	ferment	発酵させる	ferment	verb	core	1369
footprint	footprint	フットプリント	footprint	other	core	1370
functional	functional	機能的な	function	adjective	core	1371
fermentation	fermentation	発酵	fermentation	noun	core	1372
forbid	forbid	禁止する	forbid	verb	core	1373
fundamental	fundamental	基本的な	fundamental	adjective	core	1374
fertile	fertile	肥沃な	fertile	adjective	core	1375
force	force	力	force	other	core	1376
fundamentalism	fundamentalism	原理主義	fundamental	noun	core	1377
fertility	fertility	生殖能力	fertile	noun	core	1378
forcible	forcible	強制的な	force	adjective	core	1379
fertilize	fertilize	肥料を与える	fertilize	verb	core	1380
forecast	forecast	予測	forecast	other	core	1381
funeral	funeral	葬儀	funeral	adjective	core	1382
fertilizer	fertilizer	肥料	fertilize	other	core	1383
foresee	foresee	予見する	foresee	verb	core	1384
furious	furious	激怒した	furious	adjective	core	1385
fetch	fetch	フェッチ	fetch	other	core	1386
foreseeable	foreseeable	予見可能な	foresee	adjective	core	1387
furnish	furnish	家具を付ける	furnish	adjective	core	1388
feudal	feudal	封建的な	feudal	adjective	core	1389
forgive	forgive	許す	forgive	adjective	core	1390
furnishing	furnishing	家具	furnishing	other	core	1391
feudalism	feudalism	封建制	feudal	noun	core	1392
forgiving	forgiving	寛容な	forgiving	adjective	core	1393
furniture	furniture	家具	furniture	other	core	1394
fiber	fiber	繊維	fiber	other	core	1395
form	form	フォーム	form	other	core	1396
furthermore	furthermore	さらに	furthermore	other	core	1397
fierce	fierce	激しい	fierce	other	core	1398
format	format	フォーマット	format	noun	core	1399
fury	fury	激怒	fury	noun	core	1400
fiercely	fiercely	激しく	fierce	adverb	core	1401
formation	formation	フォーメーション	format	noun	core	1402
fuse	fuse	ヒューズ	fuse	noun	core	1403
figure	figure	図	figure	noun	core	1404
formula	formula	式	formula	noun	core	1405
fusion	fusion	フュージョン	fuse	noun	core	1406
finance	finance	金融	fine	noun	core	1407
formulaic	formulaic	定型的な	formulaic	adjective	core	1408
financial	financial	金融	fine	adjective	core	1409
formulate	formulate	定式化する	formulate	verb	core	1410
financially	financially	経済的に	fine	adverb	core	1411
formulation	formulation	配合	formulate	noun	core	1412
gain	gain	ゲイン	gain	other	core	1413
find	find	見つける	find	verb	core	1414
fortunate	fortunate	幸運な	fortunate	adjective	core	1415
galaxy	galaxy	銀河	galaxy	other	core	1416
finding	finding	見つける	finding	verb	core	1417
fortune	fortune	幸運	fortune	other	core	1418
gallery	gallery	ギャラリー	gallery	noun	core	1419
fine	fine	大丈夫	fine	other	core	1420
fossil	fossil	化石	fossil	other	core	1421
garment	garment	衣服	garment	noun	core	1422
fingerprint	fingerprint	指紋	fingerprint	other	core	1423
foster	foster	養育者	foster	noun	core	1424
gaze	gaze	視線	gaze	other	core	1425
fit	fit	フィットする	fit	verb	core	1426
fraction	fraction	分数	fraction	noun	core	1427
fitness	fitness	フィットネス	fit	noun	core	1428
tractional	tractional	牽引力のある	tractional	adjective	core	1429
gear	gear	ギア	gear	other	core	1430
flame	flame	炎	flame	other	core	1431
fragile	fragile	壊れやすい	fragile	other	core	1432
gender	gender	性別	gender	other	core	1433
